Gene_Symbol,WT56_8am_Female_Aged,WT2_8am_Male_Aged,WT55_12pm_Female_Aged,WT5_12pm_Male_Aged,WT54_4pm_Female_Aged,WT6_4pm_Female_Aged,WT53_8pm_Male_Aged,WT51_12am_Male_Aged,WT42_12am_Female_Aged,WT49_4am_Female_Aged,WT43_4am_Female_Aged
1700022E09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022H01Rik,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1700022H16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022I11Rik,11.03,16.15,9.62,18.64,15.68,25.54,8.63,7.64,21.61,17.27,5.56
1700022N22Rik,24.06,20.0,15.97,18.0,13.96,16.5,18.8,14.42,10.0,14.29,13.91
1700023B13Rik,3.05,0.0,0.0,3.09,1.01,5.12,0.0,1.01,2.04,4.06,0.0
1700023C21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023F02Rik,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
1700023G09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023H06Rik,8.0,7.0,3.0,1.0,15.0,3.0,8.0,6.0,0.0,6.0,3.0
1700024B05Rik,0.0,1.52,1.51,2.12,3.88,1.1,0.0,0.0,5.68,7.23,2.0
1700024B18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024G13Rik,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
1700024I08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700024J04Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1700025A08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025B11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025D23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025F24Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
1700025G04Rik,576.0,442.0,510.0,550.0,550.0,437.0,492.0,457.0,489.0,499.0,298.0
1700025H01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025J12Rik,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
1700025K04Rik,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1700025K24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025L06Rik,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1700025M24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025N21Rik,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1700025N23Rik,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1700025O08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026D11Rik,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
1700026F02Rik,0.0,0.0,3.01,1.06,0.0,1.02,0.0,0.0,0.0,0.0,0.0
1700026J12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026J14Rik,9.0,6.0,19.0,9.0,2.0,10.0,6.0,4.0,3.0,3.0,1.0
1700026N04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027A07Rik,5.03,2.01,0.0,5.63,5.03,2.03,1.01,2.05,1.11,5.17,0.0
1700027A15Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027F06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027F09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027H10Rik,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,1.0
1700027I24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700027J07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1700028B04Rik,1.0,0.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,5.0
1700028D13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700028E10Rik,111.93,81.94,60.92,64.0,65.85,70.82,94.0,47.0,59.0,59.0,31.0
1700028I16Rik,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700028J19Rik,26.0,14.0,27.0,11.0,30.0,26.0,20.0,15.0,21.0,24.0,16.0
1700028K03Rik,22.18,116.0,34.0,50.31,52.0,21.0,34.0,32.0,83.04,78.45,24.0
1700028M03Rik,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700028N14Rik,14.0,5.0,4.0,3.0,12.0,10.0,2.0,2.0,6.0,1.01,1.0
1700028P14Rik,1.0,5.0,2.0,7.0,5.0,4.0,4.0,8.0,4.0,1.0,1.0
1700028P15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029B22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029B24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029E06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1700029H14Rik,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029I15Rik,33.0,34.0,13.0,41.0,42.0,28.0,14.0,30.0,15.0,42.0,5.0
1700029J03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029J07Rik,210.0,193.0,151.0,162.0,383.0,117.0,172.0,206.0,113.0,201.0,50.0
1700029M03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029M20Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029N11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700029P11Rik,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1700030A11Rik,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700030C10Rik,50.0,37.0,50.0,72.6,49.0,75.58000000000001,34.0,25.72,56.0,43.0,30.0
1700030C12Rik,0.0,2.01,1.0,1.0,1.0,0.0,2.03,0.0,1.0,1.03,0.0
1700030C14Rik,23.0,17.0,4.0,7.0,12.0,7.0,8.0,4.0,5.0,4.0,10.0
1700030E10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030F04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030I03Rik,7.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0
1700030J22Rik,43.0,27.0,42.0,80.0,58.0,50.0,40.0,43.0,69.0,73.0,33.0
1700030K09Rik,597.73,486.11,517.72,585.04,703.79,572.37,582.55,545.41,547.42,649.91,319.67
1700030L20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030L22Rik,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1700030M09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1700030N03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700030N18Rik,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1700030O20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031A10Rik,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031F05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031F10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031L13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031M16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700031P21Rik,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
1700034B16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034E13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034G24Rik,4.76,0.0,0.0,1.35,0.0,1.0,2.77,0.0,1.31,1.31,0.0
1700034H15Rik,41.0,48.0,41.34,19.0,42.0,27.1,26.0,20.0,24.0,24.0,14.23
1700034I23Rik,25.0,30.83,37.0,31.03,37.66,42.0,20.0,34.65,28.0,33.0,8.34
1700034J04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034J05Rik,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0
1700034K08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700034P13Rik,15.84,7.44,10.5,1.11,3.71,8.68,4.12,4.24,7.3,6.14,0.0
1700036A12Rik,8.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0
1700036G14Rik,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1700036O09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700037C06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700037C18Rik,232.22,179.93,175.54,228.5,145.63,250.24,140.74,117.52,113.25,161.82,96.55
1700037F03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700037H04Rik,1713.0,1081.0,1361.0,1371.0,1389.0,1320.0,1244.0,1128.0,1365.0,1327.0,730.0
1700039E22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700039I01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700039M10Rik,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0
1700039M15Rik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700040D17Rik,30.0,6.0,16.0,24.0,15.0,21.0,10.0,13.0,16.0,29.0,10.0
1700040E09Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700040F15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700040F17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700040K01Rik,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700040L08Rik,6.09,1.01,4.07,5.12,1.0,0.0,2.03,2.02,4.06,3.05,2.05
1700041B01Rik,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0
1700041C23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700041G16Rik,47.0,10.0,18.0,38.0,18.0,24.0,16.0,20.0,10.0,25.0,12.0
1700041I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700041M05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700041M19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700042D02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1700042G07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700042G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700042O05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700042O10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1700044C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700044K03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700045H11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700045I11Rik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1700046C09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700047A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700047E10Rik,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700047F07Rik,15.0,11.0,5.0,12.0,5.0,12.0,7.0,5.0,7.0,1.0,3.0
1700047G03Rik,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1700047G07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1700047K16Rik,4.0,16.0,1.0,1.0,6.0,0.0,0.0,10.0,3.0,3.0,1.0
1700047L14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700047M11Rik,243.0,125.0,242.0,246.0,442.0,184.0,198.0,272.0,237.0,258.0,167.0
1700047N06Rik,4.0,6.0,18.0,15.0,14.0,3.0,9.0,10.0,8.0,8.0,6.0
1700047O18Rik,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700048F04Rik,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0
1700048M11Rik,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1700048O14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700048O20Rik,144.33,96.0,91.0,69.0,160.0,81.0,88.0,60.0,89.0,78.0,51.0
1700048P04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E17Rik1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E17Rik2,0.0,0.0,1.14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049E22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700049L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700051A21Rik,0.0,1.21,5.0,0.0,1.39,0.0,1.0,0.0,0.0,0.0,0.0
1700051K13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700051O22Rik,0.0,0.0,0.0,3.38,0.0,2.14,0.0,0.0,0.0,1.06,0.0
1700052H01Rik,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1700052I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700052K11Rik,83.1,45.49,66.49,88.75,72.16,71.12,66.55,40.58,49.96,66.65,40.24
1700054A03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700054K02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700054K19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700054M17Rik,0.0,3.0,1.0,0.0,9.0,0.0,3.0,1.0,0.0,2.0,0.0
1700054O05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700054O19Rik,0.0,1.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,7.0
1700055C04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700055D18Rik,11.0,23.6,16.02,22.0,41.11,32.0,14.0,22.09,25.46,20.44,10.04
1700056E22Rik,1.0,0.0,2.0,2.0,1.0,2.0,7.0,3.0,1.0,2.0,0.0
1700056N10Rik,79.0,131.0,66.0,67.0,107.0,35.0,71.0,68.0,43.0,55.0,23.0
1700057G04Rik,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700057H15Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700057H21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700058P15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
1700060C16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700060C20Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700060J05Rik,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1700060O08Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700061A03Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1700061E17Rik,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700061E18Rik,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1700061F12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700061H18Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700061I17Rik,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700061J23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700061N14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700062C10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063A18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063D05Rik,9.0,17.0,35.0,16.0,25.0,15.0,6.0,16.0,19.0,17.0,19.0
1700063H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1700063H06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063J08Rik,1.0,3.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,8.0,5.0
1700063K16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063O14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700064H15Rik,4.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0
1700064J06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700064M15Rik,1.0,2.0,2.0,4.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0
1700065D16Rik,2.04,0.0,1.0,1.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0
1700065I16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700065J11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700065J18Rik,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1700065L07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700065O20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066B17Rik,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1700066B19Rik,17.0,8.0,14.0,4.0,12.0,9.0,3.0,2.0,9.0,6.0,6.0
1700066C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066J03Rik,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1700066M21Rik,123.0,89.0,113.0,136.0,127.0,125.0,129.0,109.0,113.0,137.0,93.0
1700066N21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700066O22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1700067G17Rik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700067K01Rik,20.0,15.0,8.0,9.0,20.0,7.0,7.0,4.0,3.0,5.0,4.0
1700067P10Rik,0.0,4.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
1700069B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1700069L16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700069P05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700071G01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700071K01Rik,7.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,6.0,3.0
1700071M16Rik,77.24,81.18,48.09,56.19,114.21,54.2,44.1,105.95,56.51,64.19,38.09
1700072B07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700072G22Rik,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700072O05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700073E17Rik,7.0,0.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
1700074A21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700074H08Rik,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
1700074P13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700080C20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700080N15Rik,10.0,7.99,10.0,12.21,8.07,4.42,10.0,9.62,11.11,8.0,6.0
1700080O16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700081B01Rik,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1700081H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700081N11Rik,3.09,5.0,2.02,1.0,5.0,3.0,14.0,1.0,3.0,8.0,5.0
1700082M22Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700083H02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700084C06Rik,15.14,10.11,0.0,0.0,7.66,6.12,0.0,0.0,16.03,3.39,5.35
1700084D21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700084E18Rik,4.0,8.0,8.0,9.0,9.0,1.0,4.0,1.0,2.0,4.0,2.0
1700084F23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700084J12Rik,13.0,4.0,7.0,8.0,5.0,9.0,5.0,10.0,10.0,2.0,2.0
1700084M14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700085C21Rik,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
1700085D07Rik,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0
1700086D15Rik,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0
1700086L19Rik,64.0,94.0,73.0,72.0,130.0,83.0,103.0,93.0,78.0,71.0,43.0
1700086O06Rik,86.6,106.1,68.3,60.5,77.33,54.56,68.97,29.18,49.17,67.07,29.19
1700086P04Rik,16.0,6.0,12.0,8.0,10.0,8.0,10.0,17.0,7.0,6.0,6.0
1700087I21Rik,67.0,121.0,65.0,96.0,122.0,88.0,102.0,102.0,71.0,80.0,59.0
1700087M22Rik,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1700088E04Rik,73.97,92.19,73.81,55.25,70.59,63.28,86.8,52.59,47.71,48.78,21.9
1700091H14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092C10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092C17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092E16Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700092E19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700092K14Rik,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700092M07Rik,1.0,1.0,3.0,1.0,0.0,5.0,3.0,4.0,0.0,3.0,0.0
1700093J21Rik,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1700093K21Rik,12.0,57.0,25.0,22.0,19.0,10.0,22.0,6.0,8.0,5.0,13.0
1700094D03Rik,75.89,73.26,64.16,48.48,67.67,57.25,48.63,96.66,69.71,63.95,18.37
1700094J05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700094M23Rik,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1700094M24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700095A13Rik,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1700095A21Rik,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1700095B10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
